id,TotalCycle_h,Weight_T,SoakingTime_h,TargetTemp_C,EnergyConsumption_m3
5644,7.3900,6.739,3,930,429.45
5643,8.2817,8.401,3,930,530.21
5642,4.8028,5.257,3,620,202.7
5641,3.6114,6.739,2,590,139.98
5640,7.8333,6.449,3,930,474.69
5639,5.1444,7.355,3,620,247.53
5638,5.1894,6.739,3,620,188.85
5637,7.9161,7.355,3,930,475.31
5636,7.6642,6.739,3,930,469.44
5635,4.7408,4.853,3,620,165.17
5634,7.3731,4.853,3,930,410.35
5633,4.6983,7.497,3,620,196.64
5632,8.0086,7.497,3,930,499.63
5631,4.8892,7.807,3,620,202.95
5630,8.0075,7.807,3,930,480.08
5629,4.7472,6.454,3,620,187.62
5628,7.3211,6.454,3,930,419.14
5627,5.3261,5.87,3.5,620,183.59
5626,8.0278,5.87,3.5,930,449.5
5625,4.9869,5.265,3,620,193.86
5624,4.8975,5.248,3,620,165.94
5623,6.9603,5.248,3,930,356.98
5622,7.6161,6.433,3,930,444.5
5621,4.7172,4.608,3,620,194.32
5620,5.4817,6.252,4,550,161.47
5619,8.5150,6.252,4,900,482.02
5618,7.4572,4.608,3,930,485.27
5617,4.8625,6.718,3,620,201.21
5616,0.1503,6.718,3,620,1.07
5615,7.5367,6.718,3,930,444.42
5614,5.8756,6.148,3,620,219.75
5613,7.3811,6.148,3,930,427.04
5612,4.5881,4.579,3,620,164.7
5611,0.2742,4.579,3,620,NULL
5610,0.0467,4.579,3,620,NULL
5609,0.1092,4.579,3,620,NULL
5608,7.4144,4.579,3,930,420.88
5607,3.5122,6.453,2,590,163.19
5606,5.6225,5.749,3,620,219.28
5605,8.0219,5.749,3,930,479.12
5604,5.2158,6.988,3,620,230.66
5603,3.6019,4.608,2,590,122.58
5602,7.8964,6.988,3,930,465.41
5601,3.6356,4.464,2,590,138.8
5600,5.5886,5.88,3.5,620,233.77
5599,3.2478,5.182,2,590,149.54
5598,8.0303,5.88,3.5,930,433.62
5597,8.7144,6.675,7,590,273.88
5596,11.2992,6.675,7,900,577.09
5595,5.1486,5.248,3,620,201.27
5594,4.7967,6.054,3,620,182.09
5593,NULL,6.054,3,620,NULL
5592,7.1736,6.054,3,930,382.77
5591,5.3306,111.111,3,930,278.3
5590,3.1122,5.248,3,930,147.58
5589,4.8528,5.882,3,620,226.49
5588,5.1006,6.559,3,620,211.78
5587,7.4533,5.882,3,930,442.15
5586,7.5375,6.559,3,930,450.21
5585,5.5678,4.492,3,620,192.96
5584,4.8317,7.041,3,620,190.37
5583,7.4972,7.103,3,930,433.61
5582,7.7222,6.778,3,930,460.94
5581,5.1511,4.603,3,620,172.6
5580,7.0556,4.971,3,930,391.16
5579,4.8853,6.387,3,620,194.85
5578,7.0333,6.387,3,930,434.28
5577,4.7975,6.254,3,620,177.5
5576,7.6833,8.463,3,930,488.82
5575,5.8086,6.891,4,620,233.24
5574,8.0808,6.891,4,930,470.76
5573,4.6678,5.488,3,620,174.06
5572,9.0306,5.488,3,930,210.13
5571,5.7750,5.76,3,620,234.02
5570,4.9667,6.821,3,620,194.22
5569,7.6517,6.821,3,930,426.47
5568,7.6769,5.76,3,930,472.39
5567,3.8911,6.184,2,590,161.85
5566,5.4103,5.84,3.5,620,192.52
5565,8.0175,5.84,3.5,930,444.23
5564,5.3817,6.24,4,550,142.51
5563,2.1686,6.24,5,590,93.53
5562,8.4058,6.24,4,900,469.71
5561,5.0408,5.28,3,620,174.36
5560,7.2025,5.28,3,930,394.28
5559,5.0500,5.37,3,620,206.26
5558,4.9617,5.96,3,620,182.36
5557,6.9758,5.96,3,930,379.78
5556,7.1394,5.37,3,930,420.41
5555,4.8536,7.325,3,620,234.6
5554,5.0914,5.676,3,620,165.16
5553,7.3017,7.325,3,930,439.98
5552,7.2994,6.868,3,930,458.02
5551,5.1053,6.739,3,620,212.48
5550,5.0069,6.319,3,620,186.23
5549,8.0869,6.319,3,930,420.92
5548,7.2725,6.739,3,930,446.85
5547,3.6189,5.248,2,590,148.2
5546,4.7467,7.611,3,620,204.17
5545,7.6564,7.611,3,930,480.44
5544,5.1917,5.87,3.5,620,191.23
5543,7.5681,5.87,3.5,930,417.09
5542,4.8833,5.248,3,620,179.08
5541,6.9581,5.248,3,930,387.88
5540,4.6972,5.248,3,620,174.41
5539,7.1906,5.248,3,930,395.44
5538,4.6594,6.334,3,620,184.97
5537,7.3297,6.334,3,930,437.55
5536,4.6547,5.744,3,620,189.76
5535,7.2633,5.744,3,930,444.94
5534,4.8556,7.828,3,620,207.61
5533,8.7900,7.828,3,930,497.45
5532,4.8292,6.345,3,620,235.1
5531,4.7553,6.905,3,620,201.6
5530,7.1786,6.345,3,930,421.26
5529,7.2542,6.905,3,930,442.48
5528,4.7028,7.828,3,620,194
5527,9.3389,7.828,3,930,474.41
5526,4.6692,4.661,3,620,169.2
5525,7.4994,6.981,3,930,471.36
5524,4.7706,6.574,3,620,198.5
5523,7.3019,6.574,3,930,441.8
5522,4.7181,6.907,3,620,196.31
5521,7.2328,6.907,3,930,433.72
5520,4.7667,7.744,3,620,216.21
5519,7.5306,7.744,3,930,464.74
5518,4.8644,5.248,3,620,199.66
5517,4.9378,6.689,3,620,211.85
5516,5.4008,5.87,3.5,620,189.73
5515,9.5486,5.87,3.5,930,420.46
5514,7.5628,6.689,3,930,449.03
5513,4.7611,5.248,3,620,164.23
5512,6.7861,5.248,3,930,347.93
5511,7.1458,5.248,3,930,384.07
5510,4.7503,5.744,3,620,179.85
5509,7.9589,5.744,3,930,458.86
5508,4.7094,6.846,3,620,181.5
5507,8.5181,6.846,3,930,474.26
5506,4.7144,6.739,3,620,177.87
5505,7.8353,6.739,3,930,437.1
5504,5.1458,4.584,3,620,166.33
5503,7.4264,4.584,3,930,387.38
5502,5.6772,6.205,4,620,193.1
5501,10.0608,6.205,4,930,529.43
5500,5.8564,4.62,4,620,212.24
5499,4.7172,5.734,3,620,157.38
5498,8.6172,5.919,3,930,465.18
5497,7.5008,5.734,3,930,415.8
5496,4.8261,4.381,3,620,165.67
5495,8.1308,6.73,3,930,470.48
5494,4.7844,5.248,3,620,166.66
5493,7.3156,5.248,3,930,393.84
5492,4.7667,5.248,3,620,182.42
5491,4.6844,6.94,3,620,169.92
5490,7.4469,6.94,3,930,395.66
5489,3.5200,5.248,3,930,132.14
5488,5.4511,5.248,3,930,289.81
5487,5.5367,6.957,3,620,221.31
5486,8.0378,6.957,3,930,457.53
5485,4.7103,5.744,3,620,185.01
5484,7.6850,5.744,3,930,454.5
5483,4.7544,6.062,3,620,197.2
5482,10.1275,6.062,3,930,493.77
5481,4.7192,6.739,3,620,174.88
5480,7.4506,6.739,3,930,413.18
5479,4.7667,5.811,3,620,165.01
5478,7.0625,5.811,3,930,388.35
5477,4.8239,5.606,3,620,161.62
5476,7.1939,5.606,3,930,389.27
5475,4.7292,6.645,3,620,175.53
5474,7.3975,6.645,3,930,417.43
5473,4.6553,5.839,3,620,158.35
5472,7.2617,5.839,3,930,393.78
5471,5.2486,5.248,2,590,187.48
5470,6.2419,5.51,4.5,620,181.12
5469,9.1439,7.859,4.5,930,488.29
5468,4.8822,5.991,3,620,174.01
5467,7.5556,5.991,3,930,406.81
5466,5.0086,4.852,3,620,188.79
5465,4.7925,4.852,3,620,152.58
5464,7.4961,4.852,3,930,339.3
5463,7.4411,4.852,3,930,385.14
5462,4.9689,5.744,3,620,208.05
5461,4.8483,6.957,3,620,175.12
5460,7.5547,6.957,3,930,412.17
5459,7.6058,5.744,3,930,445.28
5458,4.7211,6.271,3,620,191.82
5457,4.8744,6.641,3,620,206.7
5456,NULL,6.641,3,620,NULL
5455,7.3339,6.084,3,930,382.23
5454,7.8303,6.641,3,930,475.62
5453,4.9144,4.555,3,620,175.69
5452,4.7956,7.934,3,620,201.41
5451,6.9733,4.555,3,930,340.33
5450,7.7272,7.934,3,930,466.21
5449,4.6669,6.739,3,620,171.82
5448,7.4886,6.739,3,930,425.29
5447,4.6792,4.458,3,620,150.55
5446,6.8492,4.458,3,930,364.07
5445,4.6406,6.004,3,620,163.87
5444,7.5300,6.004,3,930,427.93
5443,4.6442,6.748,3,620,176.22
